Код,Номер распоряжения,Заказчик,ИНН Заказчика,Подрядчик,ИНН Подрядчика,Район,Адрес,Вид ограничения,Вид работ,Дата начала ограничения,Дата окончания ограничения,Дата снятия ограничения,Уточнение срока,Документы,Мониторинг,Основание,ПСП,МСК,Административное дело
439811,520-зд от 14.09.2022,ассоциация 'невский свет',7838342220,ассоциация 'невский свет',7838342220,центральный,воскресенская наб. от водопроводного пер. до пр.чернышевского),огранич.движения,работы по прокладке электрокабеля,20220928,20221021,20221103,-,http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=559878&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439811&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e507473&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=197192&p3=254&p4=439811,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=86346&p3=140&p4=439811,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439811&msk=0&t=1
439869,528-зд от 14.09.2022,спб гку 'дирекция транспортного строительства',7825342390,ооо 'ск 'орион плюс',4703037072,пушкинский,московское шоссе (посёлок шушары) от 1-го бадаевского проезда до административной границы города),огранич.движения,работы по ремонту дорожного покрытия,20220917,20221212,20221219,(этапы 1-12 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=558681&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439869&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e484916&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=197446&p3=306&p4=439869,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=86486&p3=234&p4=439869,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439869&msk=0&t=1
439880,521-зд от 14.09.2022,пао 'россети ленэнерго',7803002209,ооо 'энергетическое строительство',7813548237,калининский,полюстровский пр. от менделеевской ул. до чичуринского пер.),огранич.движения,работы по прокладке электрокабеля,20220917,20221009,20230802,(этап 3),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=558686&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439880&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e506390&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=197752&p3=246&p4=439880,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=86720&p3=102&p4=439880,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439880&msk=0&t=1
439885,522-зд от 14.09.2022,спб гбу 'мостотрест',7806215195,ооо 'артстройгрупп',7814547740,невский,_невский путепровод,огранич.движения,работы по ремонту дорожного покрытия,20220918,20220930,20221004,на срок с 01:00 18.09.2022 до 23:00 30.09.2022 (этапы 1-5 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=559685&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439885&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e507663&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=197998&p3=234&p4=439885,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=86822&p3=55&p4=439885,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439885&msk=0&t=1
439893,527-зд от 14.09.2022,ооо 'петербурггаз',7838017541,ооо 'петербурггаз',7838017541,василеостровский,"уральская ул. , пр.кима)",огранич.движения,работы по прокладке инжененрных сетей,20220917,20221014,20221020,(этапы 1-7 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=559692&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439893&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e507103&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=198232&p3=306&p4=439893,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=86877&p3=335&p4=439893,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439893&msk=0&t=1
439897,530-зд от 14.09.2022,спб гку 'дирекция транспортного строительства',7825342390,спб гку 'дирекция транспортного строительства',7825342390,приморский,ул.оптиков от стародеревенской ул. до гаккелевской ул.),огранич.движения,работы по ремонту трамвайных путей,20220917,20221114,20221115,(этапы 1-3 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=559691&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439897&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e484883&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=198538&p3=234&p4=439897,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=87212&p3=56&p4=439897,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439897&msk=0&t=1
439899,529-зд от 14.09.2022,ооо 'петербурггаз',7838017541,ооо 'петербурггаз',7838017541,петроградский,ул.академика павлова от уфимской ул. до тупика),полное закрытие дв,работы по прокладке газопровода,20220917,20221014,20221021,"(этапы 1, 1.1, 2, 7 последовательно)",http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=559690&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439899&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e507689&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=198772&p3=234&p4=439899,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=87268&p3=55&p4=439899,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439899&msk=0&t=1
439906,523-зд от 14.09.2022,спб гку 'дирекция транспортного строительства',7825342390,спб гку 'дирекция транспортного строительства',7825342390,фрунзенский,малая балканская ул. от купчинской ул. до будапештской ул.),полное закрытие дв,работы по прокладке инженерных сетей,20220929,20221003,20221004,(этап 1),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=559688&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439906&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e507546&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=199006&p3=234&p4=439906,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=87323&p3=53&p4=439906,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439906&msk=0&t=1
439908,524-зд от 14.09.2022,ооо 'петербурггаз',7838017541,ооо 'петербурггаз',7838017541,приморский,моховая ул. (посёлок лисий нос) от боровой ул. до холмистой ул.),полное закрытие дв,работы по строительству газопровода,20220921,20221108,20221110,(этап 1) и с 07.11.2022 по 08.11.2022 (этап 2),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=559695&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439908&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e439086&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=199240&p3=234&p4=439908,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=87376&p3=53&p4=439908,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439908&msk=0&t=1
439909,525-зд от 14.09.2022,спб гбу 'мостотрест',7806215195,ооо 'артстройгрупп',7814547740,фрунзенский,рузовский мост,огранич.движения,работы по ремонту дорожного покрытия,20221001,20221015,20221018,на срок с 01:00 01.10.2022 до 23:00 15.10.2022 (этапы 1-5 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=559938&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439909&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e507681&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=199474&p3=234&p4=439909,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=87429&p3=49&p4=439909,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439909&msk=0&t=1
439937,537-зд от 16.09.2022,ассоциация 'невский свет',7838342220,ооо 'лсс',7801690870,адмиралтейский,ул.декабристов от наб.крюкова канала до ул.писарева; пер.матвеева),огранич.движения,работы по прокладке электрокабеля,20220919,20221005,20221007,"(этапы 23, 26, 13, 12 последовательно)",http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=559879&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439937&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e507369&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=199708&p3=243&p4=439937,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=87478&p3=90&p4=439937,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439937&msk=0&t=1
439944,536-зд от 16.09.2022,спб гбу 'мостотрест',7806215195,ооо 'артстройгрупп',7814547740,приморский,1-й лахтинский мост,огранич.движения,работы по ремонту дорожного покрытия,20221016,20221031,20221031,на срок с 01:00 16.10.2022 до 23:00 31.10.2022 (этапы 1-7 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=560062&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439944&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e507687&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=199951&p3=234&p4=439944,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=87568&p3=50&p4=439944,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439944&msk=0&t=1
439963,535-зд от 16.09.2022,гуп 'тэк спб',7830001028,ооо 'ик энергия',7810729228,колпинский,"санкт-петербург, город колпино, перекресток ул.карла маркса и павловской ул",полное закрытие дв,работы по прокладке тепловой сети,20220926,20221010,20221114,(этап 1 + 1.1 +2.1),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=559941&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=439963&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e505598&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=200185&p3=243&p4=439963,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=87618&p3=88&p4=439963,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e439963&msk=0&t=1
440029,532-зд от 16.09.2022,ооо 'специализированный застройщик 'сэтл стандарт',7810787580,ооо 'специализированный застройщик 'сэтл стандарт',7810787580,невский,пр.обуховской обороны у д.38),огранич.движения,работы по размещению пешеходной галереи,20220920,20241213,20221010,(этапы 1-3 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=560542&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=440029&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e484976&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=200428&p3=234&p4=440029,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=87706&p3=51&p4=440029,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e440029&msk=0&t=1
440031,534-зд от 16.09.2022,спб гку 'дирекция транспортного строительства',7825342390,спб гку 'дирекция транспортного строительства',7825342390,приморский,шуваловский пр. от планерной ул. до комендантского пр.),огранич.движения,работы по ремонту дорожного покрытия,20220920,20221002,20221003,(этапы 1-4 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=560677&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=440031&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AR&id1=e507706&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=200662&p3=242&p4=440031,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=87757&p3=92&p4=440031,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e440031&msk=0&t=1
440036,533-зд от 16.09.2022,спб гку 'додд',7801145804,спб гку 'додд',7801145804,кировский,пр.стачек у д.18),огранич.движения,работы по реконструкции светофорного объекта,20220921,20221015,20221111,(этапы 2-6 последовательно),http://www.gati-online.ru/opendata/get.php?xc=1&p1=1&p2=560546&t=1,http://www.gati-online.ru/opendata/get.php?xc=1&p1=2&p2=440036&t=1,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-DR&id1=e484997&msk=0&t=1,http://www.gati-online.ru/opendata/get.php?xc=2&p1=7803032323-OD&p2=200904&p3=278&p4=440036,http://www.gati-online.ru/opendata/get.php?xc=3&p1=7803032323-OD&p2=87849&p3=227&p4=440036,http://www.gati-online.ru/opendata/get.php?xc=4&p1=7803032323-AD&id2=e440036&msk=0&t=1
